"ID.Results";"mes_date";"ID.Modul";"channel";"U0";"Ik";"Pmpp";"FF";"Ghor";"Tluft";"RA";"MN";"HN";"Res";"mes_time"
"2913526";"10/1/2024 9:33:45 AM";-1;7;2;194;303,7274;78;-30003000;"12.8°C ";205;80;10;1;5
"2913527";"10/1/2024 9:33:50 AM";2;18;2;221,9;348,403;79;-30003000;"12.8°C ";205;80;10;1;5
"2913528";"10/1/2024 9:33:55 AM";2;22;1,97;148,5;228,5492;78;-30003000;"12.8°C ";205;80;10;1;4
"2913529";"10/1/2024 9:34:11 AM";2;3;2;201,9;314,8963;78;-30003000;"12.8°C ";166;50;10;1;5
"2913530";"10/1/2024 9:34:16 AM";-1;7;1,97;164,8;255,7068;79;-30003000;"12.8°C ";166;50;10;1;5
"2913531";"10/1/2024 9:34:21 AM";2;18;2;237,7;374,7416;79;-30003000;"12.8°C ";166;50;10;1;4
"2913532";"10/1/2024 9:34:25 AM";2;22;1,939;128,2;195,6656;79;-30003000;"12.8°C ";166;50;10;1;5
"2913533";"10/1/2024 9:34:41 AM";2;3;1,97;156,3;239,5104;78;-30003000;"12.8°C ";166;80;10;1;4
"2913534";"10/1/2024 9:34:45 AM";-1;7;2;190,3;297,7262;78;-30003000;"12.8°C ";166;80;10;1;5
"2913535";"10/1/2024 9:34:50 AM";2;18;2;214,5;328,2323;77;-30003000;"12.8°C ";166;80;10;1;5
"2913536";"10/1/2024 9:34:55 AM";2;22;1,939;134,9;206,6268;79;-30003000;"12.8°C ";166;80;10;1;4
"2913537";"10/1/2024 9:35:18 AM";2;3;2;210,3;329,3992;78;-30003000;"12.8°C ";205;40;20;1;5
"2913538";"10/1/2024 9:35:23 AM";-1;7;1,97;164,3;254,8888;79;-30003000;"12.8°C ";205;40;20;1;4
"2913539";"10/1/2024 9:35:27 AM";2;18;2;233;368,0793;79;-30003000;"12.8°C ";205;40;20;1;5
"2913540";"10/1/2024 9:35:32 AM";2;22;1,939;139,5;213,6616;79;-30003000;"12.8°C ";205;40;20;1;4
"2913541";"10/1/2024 9:35:47 AM";2;3;1,97;166,5;255,8704;78;-30003000;"12.8°C ";205;70;20;1;5
"2913542";"10/1/2024 9:35:52 AM";-1;7;2;191,9;299,8933;78;-30003000;"12.8°C ";205;70;20;1;4
"2913543";"10/1/2024 9:35:56 AM";2;18;2;208,3;317,5635;76;-30003000;"12.8°C ";205;70;20;1;5
"2913544";"10/1/2024 9:36:01 AM";2;22;1,939;143,9;221,0236;79;-30003000;"12.8°C ";205;70;20;1;4
"2913545";"10/1/2024 9:36:18 AM";2;3;1,97;201,7;314,3962;79;-30003000;"12.8°C ";166;40;20;1;4
"2913546";"10/1/2024 9:36:22 AM";-1;7;1,97;159,4;246,5452;79;-30003000;"12.8°C ";166;40;20;1;5
"2913547";"10/1/2024 9:36:27 AM";2;18;2;226,5;356,0712;79;-30003000;"12.8°C ";166;40;20;1;5
"2913548";"10/1/2024 9:36:32 AM";2;22;1,939;126,5;192,72;79;-30003000;"12.8°C ";166;40;20;1;4
"2913549";"10/1/2024 9:36:47 AM";2;3;1,97;155,4;238,2016;78;-30003000;"12.8°C ";166;70;20;1;4
"2913550";"10/1/2024 9:36:51 AM";-1;7;2;191,1;298,7264;78;-30003000;"12.8°C ";166;70;20;1;5
"2913551";"10/1/2024 9:36:56 AM";2;18;2;205,4;312,0624;76;-30003000;"12.8°C ";166;70;20;1;5
"2913552";"10/1/2024 9:37:01 AM";2;22;1,939;132,6;202,7004;79;-30003000;"12.8°C ";166;70;20;1;4
"2913553";"10/1/2024 9:37:17 AM";2;3;1,97;193,8;301,3936;79;-30003000;"12.8°C ";137;40;20;1;5
"2913554";"10/1/2024 9:37:22 AM";-1;7;1,97;156,3;241,4736;78;-30003000;"12.8°C ";137;40;20;1;4
"2913555";"10/1/2024 9:37:26 AM";2;18;2;225,4;354,2375;79;-30003000;"12.8°C ";137;40;20;1;5
"2913556";"10/1/2024 9:37:31 AM";2;22;1,939;115,7;175,5358;78;-30003000;"12.8°C ";137;40;20;1;4
"2913557";"10/1/2024 9:37:46 AM";2;3;1,939;145,6;222,0052;79;-30003000;"12.9°C ";137;70;20;1;5
"2913558";"10/1/2024 9:37:51 AM";-1;7;2;191,7;299,8933;78;-30003000;"12.9°C ";137;70;20;1;4
"2913559";"10/1/2024 9:37:55 AM";2;18;2;205,2;313,396;76;-30003000;"12.9°C ";137;70;20;1;5
"2913560";"10/1/2024 9:38:00 AM";2;22;1,939;122,2;186,1354;79;-30003000;"12.9°C ";137;70;20;1;5
"2913561";"10/1/2024 9:38:18 AM";2;3;1,97;186,2;288,2632;79;-30003000;"12.8°C ";115;40;20;1;5
"2913562";"10/1/2024 9:38:23 AM";-1;7;1,97;155,7;240,3284;78;-30003000;"12.8°C ";115;40;20;1;4
"2913563";"10/1/2024 9:38:27 AM";2;18;2;226,8;356,5713;79;-30003000;"12.8°C ";115;40;20;1;5
"2913564";"10/1/2024 9:38:32 AM";2;22;1,909;106,1;160,2788;79;-30003000;"12.8°C ";115;40;20;1;5
"2913565";"10/1/2024 9:38:49 AM";2;3;1,939;136;206,2996;78;-30003000;"12.8°C ";115;70;20;1;5
"2913566";"10/1/2024 9:38:54 AM";-1;7;2;194;303,394;78;-30003000;"12.8°C ";115;70;20;1;5
"2913567";"10/1/2024 9:38:59 AM";2;18;2;206,4;314,3962;76;-30003000;"12.8°C ";115;70;20;1;4
"2913568";"10/1/2024 9:39:03 AM";2;22;1,909;112,2;170,0754;79;-30003000;"12.8°C ";115;70;20;1;5
"2913569";"10/1/2024 9:39:25 AM";2;3;1,97;206,7;322,2311;79;-30003000;"12.9°C ";137;30;30;1;4
"2913570";"10/1/2024 9:39:29 AM";-1;7;1,97;151,2;232,4756;78;-30003000;"12.9°C ";137;30;30;1;5
"2913571";"10/1/2024 9:39:34 AM";2;18;2;227,2;356,738;79;-30003000;"12.9°C ";137;30;30;1;5
"2913572";"10/1/2024 9:39:39 AM";2;22;1,939;117,2;177,463;78;-30003000;"12.9°C ";137;30;30;1;4
"2913573";"10/1/2024 9:39:56 AM";2;3;1,97;155,2;237,5472;78;-30003000;"12.8°C ";137;60;30;1;4
"2913574";"10/1/2024 9:40:00 AM";-1;7;2;190,4;296,726;78;-30003000;"12.8°C ";137;60;30;1;5
"2913575";"10/1/2024 9:40:05 AM";2;18;2;207;317,2301;77;-30003000;"12.8°C ";137;60;30;1;5
"2913576";"10/1/2024 9:40:10 AM";2;22;1,939;120,7;183,2446;78;-30003000;"12.8°C ";137;60;30;1;4
"2913577";"10/1/2024 9:40:27 AM";2;3;1,97;199,7;310,5621;79;-30003000;"12.8°C ";115;30;30;1;4
"2913578";"10/1/2024 9:40:31 AM";-1;7;1,97;146,5;224,7864;78;-30003000;"12.8°C ";115;30;30;1;5
"2913579";"10/1/2024 9:40:36 AM";2;18;2;226,9;356,5713;79;-30003000;"12.8°C ";115;30;30;1;5
"2913580";"10/1/2024 9:40:41 AM";2;22;1,909;106,4;160,4394;79;-30003000;"12.8°C ";115;30;30;1;4
"2913581";"10/1/2024 9:40:58 AM";2;3;1,939;148,1;226,0952;79;-30003000;"12.8°C ";115;60;30;1;5
"2913582";"10/1/2024 9:41:03 AM";-1;7;2;192,1;300,06;78;-30003000;"12.8°C ";115;60;30;1;4
"2913583";"10/1/2024 9:41:07 AM";2;18;2;210,7;322,7312;77;-30003000;"12.8°C ";115;60;30;1;5
"2913584";"10/1/2024 9:41:12 AM";2;22;1,909;110,6;167,5058;79;-30003000;"12.8°C ";115;60;30;1;4
"2913585";"10/1/2024 9:41:30 AM";2;3;2;208,4;325,7318;78;-30003000;"12.9°C ";115;30;30;1;4
"2913586";"10/1/2024 9:41:34 AM";-1;7;1,97;152,9;235,9112;78;-30003000;"12.9°C ";115;30;30;1;5
"2913587";"10/1/2024 9:41:39 AM";2;18;2;239,1;377,7522;79;-30003000;"12.9°C ";115;30;30;1;5
"2913588";"10/1/2024 9:41:44 AM";2;22;1,909;112,3;170,0754;79;-30003000;"12.9°C ";115;30;30;1;4
"2913589";"10/1/2024 9:42:00 AM";2;3;1,97;159,4;245,0728;78;-30003000;"12.8°C ";115;60;30;1;5
"2913590";"10/1/2024 9:42:05 AM";-1;7;2;205,7;322,8979;78;-30003000;"12.8°C ";115;60;30;1;4
"2913591";"10/1/2024 9:42:09 AM";2;18;2;227,6;351,5703;77;-30003000;"12.8°C ";115;60;30;1;5
"2913592";"10/1/2024 9:42:14 AM";2;22;1,939;120,8;184,0476;79;-30003000;"12.8°C ";115;60;30;1;4
"2913593";"10/1/2024 9:42:31 AM";2;3;2;231,8;364,9063;79;-30003000;"12.8°C ";115;30;30;1;5
"2913594";"10/1/2024 9:42:36 AM";-1;7;1,97;169;262,0872;79;-30003000;"12.8°C ";115;30;30;1;5
"2913595";"10/1/2024 9:42:41 AM";2;18;2;266,1;423,4015;80;-30003000;"12.8°C ";115;30;30;1;4
"2913596";"10/1/2024 9:42:45 AM";2;22;1,939;124,6;189,6686;79;-30003000;"12.8°C ";115;30;30;1;5
"2913597";"10/1/2024 9:43:03 AM";2;3;1,97;175,4;271,0852;78;-30003000;"12.8°C ";115;60;30;1;4
"2913598";"10/1/2024 9:43:07 AM";-1;7;2;223,2;351,737;79;-30003000;"12.8°C ";115;60;30;1;5
"2913599";"10/1/2024 9:43:12 AM";2;18;2;250,5;389,7446;78;-30003000;"12.8°C ";115;60;30;1;5
"2913600";"10/1/2024 9:43:17 AM";2;22;1,939;132,7;202,9984;79;-30003000;"12.8°C ";115;60;30;1;4
"2913601";"10/1/2024 9:44:08 AM";2;3;2,03;290,4;462,9416;79;-30003000;"12.9°C ";688;60;0;1;5
"2913602";"10/1/2024 9:44:13 AM";-1;7;2;212,6;333,0666;78;-30003000;"12.9°C ";688;60;0;1;5
"2913603";"10/1/2024 9:44:18 AM";2;18;2,03;306,7;490,7724;79;-30003000;"12.9°C ";688;60;0;1;4
"2913604";"10/1/2024 9:44:22 AM";2;22;1,97;211,3;330,2327;79;-30003000;"12.9°C ";688;60;0;1;5
"2913605";"10/1/2024 9:44:39 AM";2;3;2;263,9;418,2503;79;-30003000;"12.9°C ";688;90;0;1;5
"2913606";"10/1/2024 9:44:44 AM";-1;7;2;231,1;363,406;79;-30003000;"12.9°C ";688;90;0;1;5
"2913607";"10/1/2024 9:44:49 AM";2;18;2;283,9;445,8019;79;-30003000;"12.9°C ";688;90;0;1;4
"2913608";"10/1/2024 9:44:53 AM";2;22;2;224,1;350,7368;78;-30003000;"12.9°C ";688;90;0;1;5
"2913609";"10/1/2024 9:45:16 AM";2;3;2,03;304,8;486,5299;79;-30003000;"12.9°C ";544;60;0;1;5
"2913610";"10/1/2024 9:45:21 AM";-1;7;2;216;338,401;78;-30003000;"12.9°C ";544;60;0;1;4
"2913611";"10/1/2024 9:45:25 AM";2;18;2,03;327,4;524,373;79;-30003000;"12.9°C ";544;60;0;1;5
"2913612";"10/1/2024 9:45:30 AM";2;22;1,97;210,2;327,7322;79;-30003000;"12.9°C ";544;60;0;1;5
"2913613";"10/1/2024 9:45:47 AM";2;3;2;271,9;430,9195;79;-30003000;"12.9°C ";544;90;0;1;5
"2913614";"10/1/2024 9:45:52 AM";-1;7;2;231;363,0726;79;-30003000;"12.9°C ";544;90;0;1;5
"2913615";"10/1/2024 9:45:57 AM";2;18;2,03;302,7;477,1964;78;-30003000;"12.9°C ";544;90;0;1;4
"2913616";"10/1/2024 9:46:01 AM";2;22;1,97;218,9;342,2351;79;-30003000;"12.9°C ";544;90;0;1;5
"2913617";"10/1/2024 9:46:26 AM";2;3;2,03;307,3;488,736;78;-30003000;"12.9°C ";358;60;0;1;5
"2913618";"10/1/2024 9:46:31 AM";-1;7;2;215,2;337,0674;78;-30003000;"12.9°C ";358;60;0;1;4
"2913619";"10/1/2024 9:46:36 AM";2;18;2,03;337,6;540,4945;79;-30003000;"12.9°C ";358;60;0;1;4
"2913620";"10/1/2024 9:46:40 AM";2;22;1,97;198,9;309,0404;79;-30003000;"12.9°C ";358;60;0;1;5
"2913621";"10/1/2024 9:46:59 AM";2;3;2;260,3;409,4152;79;-30003000;"12.9°C ";358;90;0;1;4
"2913622";"10/1/2024 9:47:03 AM";-1;7;2;229,9;361,0722;79;-30003000;"12.9°C ";358;90;0;1;5
"2913623";"10/1/2024 9:47:08 AM";2;18;2;302,8;473,6327;78;-30003000;"12.9°C ";358;90;0;1;5
"2913624";"10/1/2024 9:47:13 AM";2;22;1,97;203,7;316,8967;79;-30003000;"12.9°C ";358;90;0;1;4
"2913625";"10/1/2024 9:47:33 AM";2;3;2;290;458,0203;79;-30003000;"12.9°C ";263;60;0;1;5
"2913626";"10/1/2024 9:47:38 AM";-1;7;2;207,3;323,0646;78;-30003000;"12.9°C ";263;60;0;1;5
"2913627";"10/1/2024 9:47:43 AM";2;18;2,03;323,4;513,6819;78;-30003000;"12.9°C ";263;60;0;1;4
"2913628";"10/1/2024 9:47:47 AM";2;22;1,97;180,4;278,2836;78;-30003000;"12.9°C ";263;60;0;1;5
"2913629";"10/1/2024 9:48:02 AM";2;3;2;232,5;363,2393;78;-30003000;"12.9°C ";263;90;0;1;5
"2913630";"10/1/2024 9:48:07 AM";-1;7;2;223,4;350,2367;78;-30003000;"12.9°C ";263;90;0;1;4
"2913631";"10/1/2024 9:48:11 AM";2;18;2;286;438,2543;77;-30003000;"12.9°C ";263;90;0;1;5
"2913632";"10/1/2024 9:48:16 AM";2;22;1,97;185,6;287,2816;79;-30003000;"12.9°C ";263;90;0;1;5
"2913633";"10/1/2024 9:48:38 AM";2;3;2;278,1;438,2543;79;-30003000;"12.9°C ";358;50;10;1;5
"2913634";"10/1/2024 9:48:43 AM";-1;7;2;204,6;319,2305;78;-30003000;"12.9°C ";358;50;10;1;5
"2913635";"10/1/2024 9:48:48 AM";2;18;2;299,4;473,6327;79;-30003000;"12.9°C ";358;50;10;1;4
"2913636";"10/1/2024 9:48:52 AM";2;22;1,97;191,4;296,116;79;-30003000;"12.9°C ";358;50;10;1;5
"2913637";"10/1/2024 9:49:09 AM";2;3;2;227,8;355,2377;78;-30003000;"12.9°C ";358;80;10;1;5
"2913638";"10/1/2024 9:49:14 AM";-1;7;2;220,6;346,0692;78;-30003000;"12.9°C ";358;80;10;1;5
"2913639";"10/1/2024 9:49:19 AM";2;18;2;264,4;404,9143;77;-30003000;"12.9°C ";358;80;10;1;4
"2913640";"10/1/2024 9:49:23 AM";2;22;1,97;195,9;304,2275;79;-30003000;"12.9°C ";358;80;10;1;5
"2913641";"10/1/2024 9:49:44 AM";2;3;2;255,2;401,4136;79;-30003000;"12.9°C ";263;50;10;1;4
"2913642";"10/1/2024 9:49:48 AM";-1;7;2;196,7;306,8947;78;-30003000;"12.9°C ";263;50;10;1;5
"2913643";"10/1/2024 9:49:53 AM";2;18;2;281,6;446,1413;79;-30003000;"12.9°C ";263;50;10;1;4
"2913644";"10/1/2024 9:49:57 AM";2;22;1,97;173,7;268,1404;78;-30003000;"12.9°C ";263;50;10;1;5
"2913645";"10/1/2024 9:50:12 AM";2;3;1,97;206,6;321,5643;79;-30003000;"12.8°C ";263;80;10;1;4
"2913646";"10/1/2024 9:50:16 AM";-1;7;2;218,6;343,7354;79;-30003000;"12.8°C ";263;80;10;1;5
"2913647";"10/1/2024 9:50:21 AM";2;18;2;253,2;393,0786;78;-30003000;"12.8°C ";263;80;10;1;5
"2913648";"10/1/2024 9:50:26 AM";2;22;1,97;180,7;280,0832;79;-30003000;"12.8°C ";263;80;10;1;4
"2913649";"10/1/2024 9:50:42 AM";2;3;2;243,4;382,9099;79;-30003000;"-187568.8°C ";205;50;10;1;5
"2913650";"10/1/2024 9:50:47 AM";-1;7;2;194,1;303,394;78;-30003000;"-187568.8°C ";205;50;10;1;4
"2913651";"10/1/2024 9:50:52 AM";2;18;2;277,1;432,9047;78;-30003000;"-187568.8°C ";205;50;10;1;4
"2913652";"10/1/2024 9:50:56 AM";2;22;1,97;161,8;249,49;78;-30003000;"-187568.8°C ";205;50;10;1;5
"2913653";"10/1/2024 9:51:11 AM";2;3;1,97;193,3;300,06;79;-30003000;"12.8°C ";205;80;10;1;5
"2913654";"10/1/2024 9:51:16 AM";-1;7;2;222,1;350,2367;79;-30003000;"12.8°C ";205;80;10;1;4
"2913655";"10/1/2024 9:51:20 AM";2;18;2;250,6;391,745;78;-30003000;"12.8°C ";205;80;10;1;5
"2913656";"10/1/2024 9:51:25 AM";2;22;1,97;171,2;265,032;79;-30003000;"12.8°C ";205;80;10;1;5
"2913657";"10/1/2024 9:51:41 AM";2;3;2;237,3;373,5747;79;-30003000;"12.9°C ";166;50;10;1;5
"2913658";"10/1/2024 9:51:46 AM";-1;7;2;195,8;306,8947;78;-30003000;"12.9°C ";166;50;10;1;5
"2913659";"10/1/2024 9:51:51 AM";2;18;2;278,5;435,7896;78;-30003000;"12.9°C ";166;50;10;1;4
"2913660";"10/1/2024 9:51:55 AM";2;22;1,939;152,2;234,1116;79;-30003000;"12.9°C ";166;50;10;1;5
"2913661";"10/1/2024 9:52:11 AM";2;3;1,97;180,5;279,4288;79;-30003000;"12.8°C ";166;80;10;1;4
"2913662";"10/1/2024 9:52:15 AM";-1;7;2;226;356,5713;79;-30003000;"12.8°C ";166;80;10;1;5
"2913663";"10/1/2024 9:52:20 AM";2;18;2;247,6;389,9706;79;-30003000;"12.8°C ";166;80;10;1;5
"2913664";"10/1/2024 9:52:25 AM";2;22;1,97;160,8;248,1812;78;-30003000;"12.8°C ";166;80;10;1;4
"2913665";"10/1/2024 9:52:47 AM";2;3;2;245,9;387,9109;79;-30003000;"12.9°C ";205;40;20;1;4
"2913666";"10/1/2024 9:52:51 AM";-1;7;2;198,7;311,2289;78;-30003000;"12.9°C ";205;40;20;1;5
"2913667";"10/1/2024 9:52:56 AM";2;18;2;267,8;424,4197;79;-30003000;"12.9°C ";205;40;20;1;5
"2913668";"10/1/2024 9:53:01 AM";2;22;1,97;166,2;256,3612;78;-30003000;"12.9°C ";205;40;20;1;4
"2913669";"10/1/2024 9:53:16 AM";2;3;1,97;185,5;287,8909;79;-30003000;"12.9°C ";205;70;20;1;4
"2913670";"10/1/2024 9:53:20 AM";-1;7;2;227,8;359,7386;79;-30003000;"12.9°C ";205;70;20;1;5
"2913671";"10/1/2024 9:53:25 AM";2;18;2;233,1;366,5733;79;-30003000;"12.9°C ";205;70;20;1;5
"2913672";"10/1/2024 9:53:30 AM";2;22;1,97;171,2;265,032;79;-30003000;"12.9°C ";205;70;20;1;4
"2913673";"10/1/2024 9:53:46 AM";2;3;2;226,6;356,2379;79;-30003000;"12.9°C ";166;40;20;1;5
"2913674";"10/1/2024 9:53:51 AM";-1;7;2;189,5;296,2259;78;-30003000;"12.9°C ";166;40;20;1;5
"2913675";"10/1/2024 9:53:56 AM";2;18;2;253,1;400,492;79;-30003000;"12.9°C ";166;40;20;1;4
"2913676";"10/1/2024 9:54:00 AM";2;22;1,939;148,1;227,5676;79;-30003000;"12.9°C ";166;40;20;1;5
"2913677";"10/1/2024 9:54:15 AM";2;3;1,97;167,4;258,6516;78;-30003000;"12.9°C ";166;70;20;1;5
"2913678";"10/1/2024 9:54:20 AM";-1;7;2;224,3;354,3336;79;-30003000;"12.9°C ";166;70;20;1;4
"2913679";"10/1/2024 9:54:24 AM";2;18;2;222,5;349,9033;79;-30003000;"12.9°C ";166;70;20;1;5
"2913680";"10/1/2024 9:54:29 AM";2;22;1,97;155,4;239,674;78;-30003000;"12.9°C ";166;70;20;1;5
"2913681";"10/1/2024 9:54:48 AM";2;3;2;211,3;331,733;78;-30003000;"12.9°C ";137;40;20;1;5
"2913682";"10/1/2024 9:54:53 AM";-1;7;2;184;287,5575;78;-30003000;"12.9°C ";137;40;20;1;4
"2913683";"10/1/2024 9:54:58 AM";2;18;2;245,6;388,9524;79;-30003000;"12.9°C ";137;40;20;1;4
"2913684";"10/1/2024 9:55:02 AM";2;22;1,939;133,7;204,6636;79;-30003000;"12.9°C ";137;40;20;1;5
"2913685";"10/1/2024 9:55:17 AM";2;3;1,97;155;238,856;78;10065;"12.9°C ";137;70;20;1;5
"2913686";"10/1/2024 9:55:22 AM";-1;7;2;225,3;356,37;79;10065;"12.9°C ";137;70;20;1;5
"2913687";"10/1/2024 9:55:27 AM";2;18;2;220,1;346,736;79;10065;"12.9°C ";137;70;20;1;4
"2913688";"10/1/2024 9:55:31 AM";2;22;1,939;142,5;219,3876;79;10065;"12.9°C ";137;70;20;1;5
"2913689";"10/1/2024 9:55:48 AM";2;3;2;202,7;317,8969;78;-30003000;"-187568.8°C ";115;40;20;1;4
"2913690";"10/1/2024 9:55:52 AM";-1;7;2;182,8;285,8905;78;-30003000;"-187568.8°C ";115;40;20;1;5
"2913691";"10/1/2024 9:55:57 AM";2;18;2;246;390,4797;79;-30003000;"-187568.8°C ";115;40;20;1;4
"2913692";"10/1/2024 9:56:01 AM";2;22;1,939;121,5;185,1952;79;-30003000;"-187568.8°C ";115;40;20;1;5
"2913693";"10/1/2024 9:56:17 AM";2;3;1,97;144,1;221,1872;78;-30003000;"12.9°C ";115;70;20;1;5
"2913694";"10/1/2024 9:56:22 AM";-1;7;2;226,3;358,2367;79;-30003000;"12.9°C ";115;70;20;1;4
"2913695";"10/1/2024 9:56:26 AM";2;18;2;219,9;346,736;79;-30003000;"12.9°C ";115;70;20;1;5
"2913696";"10/1/2024 9:56:31 AM";2;22;1,939;129,1;197,7924;79;-30003000;"12.9°C ";115;70;20;1;4
"2913697";"10/1/2024 9:56:52 AM";2;3;2;222,5;351,6184;79;-30003000;"12.9°C ";137;30;30;1;5
"2913698";"10/1/2024 9:56:57 AM";-1;7;2;173,7;271,2209;78;-30003000;"12.9°C ";137;30;30;1;4
"2913699";"10/1/2024 9:57:01 AM";2;18;2;246,7;325,8574;66;-30003000;"12.9°C ";137;30;30;1;5
"2913700";"10/1/2024 9:57:06 AM";2;22;1,939;131,8;202,2096;79;-30003000;"12.9°C ";137;30;30;1;5
"2913701";"10/1/2024 9:57:21 AM";2;3;1,97;166,1;257,8849;79;-30003000;"12.8°C ";137;60;30;1;5
"2913702";"10/1/2024 9:57:26 AM";-1;7;2;222,4;352,6366;79;-30003000;"12.8°C ";137;60;30;1;5
"2913703";"10/1/2024 9:57:31 AM";2;18;2;224,1;354,8427;79;-30003000;"12.8°C ";137;60;30;1;4
"2913704";"10/1/2024 9:57:35 AM";2;22;1,939;140;216,1156;80;-30003000;"12.8°C ";137;60;30;1;5
"2913705";"10/1/2024 9:57:54 AM";2;3;2;223,1;352,6366;79;-30003000;"12.9°C ";115;30;30;1;4
"2913706";"10/1/2024 9:57:58 AM";-1;7;2;176,2;275,8885;78;-30003000;"12.9°C ";115;30;30;1;5
"2913707";"10/1/2024 9:58:03 AM";2;18;2,03;254,4;405,7527;79;-30003000;"12.9°C ";115;30;30;1;5
"2913708";"10/1/2024 9:58:08 AM";2;22;1,939;124,7;191,0848;79;-30003000;"12.9°C ";115;30;30;1;4
"2913709";"10/1/2024 9:58:23 AM";2;3;1,97;159,5;246,716;79;-30003000;"12.8°C ";115;60;30;1;4
"2913710";"10/1/2024 9:58:27 AM";-1;7;2;230,4;366,3823;80;-30003000;"12.8°C ";115;60;30;1;5
"2913711";"10/1/2024 9:58:32 AM";2;18;2;229,4;363,4974;79;-30003000;"12.8°C ";115;60;30;1;5
"2913712";"10/1/2024 9:58:37 AM";2;22;1,939;133;204,9908;79;-30003000;"12.8°C ";115;60;30;1;4
"2913713";"10/1/2024 9:58:52 AM";2;3;2;225,1;356,2003;79;-30003000;"12.8°C ";115;30;30;1;4
"2913714";"10/1/2024 9:58:56 AM";-1;7;2;181;283,5567;78;-30003000;"12.8°C ";115;30;30;1;5
"2913715";"10/1/2024 9:59:01 AM";2;18;2,03;255,6;407,7891;79;-30003000;"12.8°C ";115;30;30;1;5
"2913716";"10/1/2024 9:59:06 AM";2;22;1,939;127,4;195,3384;79;-30003000;"12.8°C ";115;30;30;1;4
"2913717";"10/1/2024 9:59:21 AM";2;3;1,97;157,5;243,6004;79;-30003000;"12.9°C ";115;60;30;1;5
"2913718";"10/1/2024 9:59:26 AM";-1;7;2;231;366,8914;79;-30003000;"12.9°C ";115;60;30;1;4
"2913719";"10/1/2024 9:59:30 AM";2;18;2;226,7;358,9155;79;-30003000;"12.9°C ";115;60;30;1;5
"2913720";"10/1/2024 9:59:35 AM";2;22;1,939;133;204,5;79;-30003000;"12.9°C ";115;60;30;1;5
"2913721";"10/1/2024 9:59:50 AM";2;3;2;220;347,5695;79;-30003000;"12.9°C ";115;30;30;1;5
"2913722";"10/1/2024 9:59:55 AM";-1;7;2;177,5;277,3888;78;-30003000;"12.9°C ";115;30;30;1;4
"2913723";"10/1/2024 9:59:59 AM";2;18;2,03;249,3;397,2677;78;-30003000;"12.9°C ";115;30;30;1;5
"2913724";"10/1/2024 10:00:04 AM";2;22;1,939;123,8;189,6686;79;-30003000;"12.9°C ";115;30;30;1;5
"2913725";"10/1/2024 10:00:19 AM";2;3;1,97;153,3;236,7292;78;-30003000;"12.8°C ";115;60;30;1;5
"2913726";"10/1/2024 10:00:24 AM";-1;7;2;224,1;355,5215;79;-30003000;"12.8°C ";115;60;30;1;5
"2913727";"10/1/2024 10:00:29 AM";2;18;2;220,7;348,9032;79;-30003000;"12.8°C ";115;60;30;1;4
"2913728";"10/1/2024 10:00:33 AM";2;22;1,939;128,2;197,138;79;-30003000;"12.8°C ";115;60;30;1;5
"2913729";"10/1/2024 10:01:24 AM";2;3;2;234,7;373,6794;80;-30003000;"12.9°C ";688;60;0;1;5
"2913730";"10/1/2024 10:01:29 AM";-1;7;2;204,5;322,8979;79;-30003000;"12.9°C ";688;60;0;1;5
"2913731";"10/1/2024 10:01:34 AM";2;18;2,03;245,4;389,9706;78;-30003000;"12.9°C ";688;60;0;1;4
"2913732";"10/1/2024 10:01:38 AM";2;22;2;203,3;320,2307;79;-30003000;"12.9°C ";688;60;0;1;5
"2913733";"10/1/2024 10:01:54 AM";2;3;2;207,1;327,0654;79;-30003000;"12.9°C ";688;90;0;1;5
"2913734";"10/1/2024 10:01:59 AM";-1;7;2,03;231,3;368,249;78;-30003000;"12.9°C ";688;90;0;1;4
"2913735";"10/1/2024 10:02:03 AM";2;18;2;220,5;348,9032;79;-30003000;"12.9°C ";688;90;0;1;5
"2913736";"10/1/2024 10:02:08 AM";2;22;2;225,3;356,9047;79;-30003000;"12.9°C ";688;90;0;1;5
"2913737";"10/1/2024 10:02:29 AM";2;3;2;227,7;361,8004;79;-30003000;"12.8°C ";544;60;0;1;4
"2913738";"10/1/2024 10:02:33 AM";-1;7;2;207,9;328,5657;79;-30003000;"12.8°C ";544;60;0;1;5
"2913739";"10/1/2024 10:02:38 AM";2;18;2,03;243,3;386,916;78;-30003000;"12.8°C ";544;60;0;1;5
"2913740";"10/1/2024 10:02:43 AM";2;22;2;200,9;316,3966;79;-30003000;"12.8°C ";544;60;0;1;4
"2913741";"10/1/2024 10:02:58 AM";2;3;2;199,7;315,063;79;-30003000;"12.9°C ";544;90;0;1;5
"2913742";"10/1/2024 10:03:03 AM";-1;7;2,03;235,1;374,1885;78;-30003000;"12.9°C ";544;90;0;1;5
"2913743";"10/1/2024 10:03:08 AM";2;18;2;220,7;349,9214;79;-30003000;"12.9°C ";544;90;0;1;4
"2913744";"10/1/2024 10:03:12 AM";2;22;2;222,7;352,1275;79;-30003000;"12.9°C ";544;90;0;1;5
"2913745";"10/1/2024 10:03:35 AM";2;3;2;220,4;349,4123;79;-30003000;"12.9°C ";358;60;0;1;4
"2913746";"10/1/2024 10:03:39 AM";-1;7;2;210,4;332,8999;79;-30003000;"12.9°C ";358;60;0;1;5
