"ID.Results";"mes_date";"ID.Modul";"channel";"U0";"Ik";"Pmpp";"FF";"Ghor";"Tluft";"RA";"MN";"HN";"Res";"mes_time"
"2915320";"10/1/2024 1:44:39 PM";2;22;1,97;182;281,2284;78;-30003000;"14.4°C ";137;30;30;1;5
"2915321";"10/1/2024 1:44:55 PM";2;3;2;248,9;394,0434;79;-30003000;"14.4°C ";137;60;30;1;4
"2915322";"10/1/2024 1:44:59 PM";-1;7;2,03;287;456,8324;78;-30003000;"14.4°C ";137;60;30;1;5
"2915323";"10/1/2024 1:45:04 PM";2;18;2,03;331,2;534,6792;80;-30003000;"14.4°C ";137;60;30;1;5
"2915324";"10/1/2024 1:45:09 PM";2;22;1,97;190,5;296,116;79;-30003000;"14.4°C ";137;60;30;1;4
"2915325";"10/1/2024 1:45:24 PM";2;3;2,03;335,9;540,7237;79;-30003000;"14.4°C ";115;30;30;1;5
"2915326";"10/1/2024 1:45:29 PM";-1;7;2;236,2;371,5743;79;-30003000;"14.4°C ";115;30;30;1;5
"2915327";"10/1/2024 1:45:34 PM";2;18;2,06;377,7;610,6672;78;-30003000;"14.4°C ";115;30;30;1;4
"2915328";"10/1/2024 1:45:38 PM";2;22;1,97;171,7;264,3776;78;-30003000;"14.4°C ";115;30;30;1;5
"2915329";"10/1/2024 1:45:53 PM";2;3;2;229,2;357,7382;78;-30003000;"14.4°C ";115;60;30;1;5
"2915330";"10/1/2024 1:45:58 PM";-1;7;2,03;289,3;458,5294;78;-30003000;"14.4°C ";115;60;30;1;5
"2915331";"10/1/2024 1:46:03 PM";2;18;2,03;315,7;504,009;79;-30003000;"14.4°C ";115;60;30;1;4
"2915332";"10/1/2024 1:46:08 PM";2;22;1,97;171,1;263,0688;78;-30003000;"14.4°C ";115;60;30;1;4
"2915333";"10/1/2024 1:46:23 PM";2;3;2,03;304,1;485,8511;79;-30003000;"14.4°C ";115;30;30;1;5
"2915334";"10/1/2024 1:46:28 PM";-1;7;2;222,5;347,9029;78;-30003000;"14.4°C ";115;30;30;1;4
"2915335";"10/1/2024 1:46:32 PM";2;18;2,03;340,6;547,9771;79;-30003000;"14.4°C ";115;30;30;1;5
"2915336";"10/1/2024 1:46:37 PM";2;22;1,939;159,6;244,9092;79;-30003000;"14.4°C ";115;30;30;1;4
"2915337";"10/1/2024 1:46:54 PM";2;3;2;212,1;332,0664;78;-30003000;"14.4°C ";115;60;30;1;5
"2915338";"10/1/2024 1:46:59 PM";-1;7;2;270,8;428,8319;79;-30003000;"14.4°C ";115;60;30;1;4
"2915339";"10/1/2024 1:47:03 PM";2;18;2,03;297,7;476,5176;79;-30003000;"14.4°C ";115;60;30;1;5
"2915340";"10/1/2024 1:47:08 PM";2;22;1,939;160,4;247,1996;79;-30003000;"14.4°C ";115;60;30;1;5
"2915341";"10/1/2024 1:47:23 PM";2;3;2,03;290,4;463,9598;79;-30003000;"14.4°C ";115;30;30;1;5
"2915342";"10/1/2024 1:47:28 PM";-1;7;2;213;333,0666;78;-30003000;"14.4°C ";115;30;30;1;4
"2915343";"10/1/2024 1:47:33 PM";2;18;2,03;327,6;527,5985;79;-30003000;"14.4°C ";115;30;30;1;4
"2915344";"10/1/2024 1:47:37 PM";2;22;1,939;154,1;236,7292;79;-30003000;"14.4°C ";115;30;30;1;5
"2915345";"10/1/2024 1:47:52 PM";2;3;2;210;329,5659;78;-30003000;"14.4°C ";115;60;30;1;5
"2915346";"10/1/2024 1:47:57 PM";-1;7;2;273,9;435,6199;80;-30003000;"14.4°C ";115;60;30;1;5
"2915347";"10/1/2024 1:48:02 PM";2;18;2,03;298,9;480,2787;79;-30003000;"14.4°C ";115;60;30;1;4
"2915348";"10/1/2024 1:48:06 PM";2;22;1,97;162,9;251,6168;78;-30003000;"14.4°C ";115;60;30;1;5
"2915349";"10/1/2024 1:48:57 PM";2;3;2,03;347,2;562,3112;80;-30003000;"14.4°C ";688;60;0;1;5
"2915350";"10/1/2024 1:49:02 PM";-1;7;2;265;420,0075;79;-30003000;"14.4°C ";688;60;0;1;5
"2915351";"10/1/2024 1:49:07 PM";2;18;2,06;362,2;588,2162;79;-30003000;"14.4°C ";688;60;0;1;5
"2915352";"10/1/2024 1:49:12 PM";2;22;2;266,3;421,8742;79;-30003000;"14.4°C ";688;60;0;1;4
"2915353";"10/1/2024 1:49:27 PM";2;3;2,03;317,5;510,9667;79;-30003000;"14.4°C ";688;90;0;1;5
"2915354";"10/1/2024 1:49:32 PM";-1;7;2,03;298,5;476,3479;79;-30003000;"14.4°C ";688;90;0;1;4
"2915355";"10/1/2024 1:49:37 PM";2;18;2,03;336,7;544,8685;80;-30003000;"14.4°C ";688;90;0;1;4
"2915356";"10/1/2024 1:49:41 PM";2;22;2;293,1;466,8447;80;-30003000;"14.4°C ";688;90;0;1;5
"2915357";"10/1/2024 1:50:02 PM";2;3;2,03;368,5;597,542;80;-30003000;"14.4°C ";544;60;0;1;4
"2915358";"10/1/2024 1:50:06 PM";-1;7;2,03;282,6;449,5353;78;-30003000;"14.4°C ";544;60;0;1;5
"2915359";"10/1/2024 1:50:11 PM";2;18;2,06;390;634,4998;79;-30003000;"14.4°C ";544;60;0;1;5
"2915360";"10/1/2024 1:50:16 PM";2;22;2;277;439,3533;79;-30003000;"14.4°C ";544;60;0;1;5
"2915361";"10/1/2024 1:50:31 PM";2;3;2,03;327,3;527,0882;79;-30003000;"14.4°C ";544;90;0;1;5
"2915362";"10/1/2024 1:50:36 PM";-1;7;2,03;313,8;501,8029;79;-30003000;"14.4°C ";544;90;0;1;4
"2915363";"10/1/2024 1:50:41 PM";2;18;2,03;358,9;582,1717;80;-30003000;"14.4°C ";544;90;0;1;4
"2915364";"10/1/2024 1:50:45 PM";2;22;2;300,8;479,2328;80;-30003000;"14.4°C ";544;90;0;1;5
"2915365";"10/1/2024 1:51:08 PM";2;3;2,03;378,1;613,085;80;-30003000;"14.4°C ";358;60;0;1;5
"2915366";"10/1/2024 1:51:13 PM";-1;7;2,03;296,1;471,9357;79;-30003000;"14.4°C ";358;60;0;1;5
"2915367";"10/1/2024 1:51:18 PM";2;18;2,06;417,9;682,6831;79;-30003000;"14.4°C ";358;60;0;1;4
"2915368";"10/1/2024 1:51:22 PM";2;22;2;275,3;436,0872;79;-30003000;"14.4°C ";358;60;0;1;5
"2915369";"10/1/2024 1:51:38 PM";2;3;2,03;334,7;538,6278;79;-30003000;"14.4°C ";358;90;0;1;4
"2915370";"10/1/2024 1:51:42 PM";-1;7;2,03;332,6;533,1974;79;-30003000;"14.4°C ";358;90;0;1;5
"2915371";"10/1/2024 1:51:47 PM";2;18;2,06;391,5;636,3995;79;-30003000;"14.4°C ";358;90;0;1;5
"2915372";"10/1/2024 1:51:52 PM";2;22;2;299,6;476,5176;80;-30003000;"14.4°C ";358;90;0;1;4
"2915373";"10/1/2024 1:52:11 PM";2;3;2,06;393,4;637,4357;79;-30003000;"14.4°C ";263;60;0;1;4
"2915374";"10/1/2024 1:52:15 PM";-1;7;2,03;306,4;488,3966;79;-30003000;"14.4°C ";263;60;0;1;5
"2915375";"10/1/2024 1:52:20 PM";2;18;2,06;447,5;730,521;79;-30003000;"14.4°C ";263;60;0;1;5
"2915376";"10/1/2024 1:52:25 PM";2;22;2;269,5;425,4184;79;-30003000;"14.4°C ";263;60;0;1;5
"2915377";"10/1/2024 1:52:40 PM";2;3;2,03;324,8;519,1123;79;-30003000;"14.4°C ";263;90;0;1;4
"2915378";"10/1/2024 1:52:44 PM";-1;7;2,03;338,5;541,5127;79;-30003000;"14.4°C ";263;90;0;1;5
"2915379";"10/1/2024 1:52:49 PM";2;18;2,06;399;645,5526;79;-30003000;"14.4°C ";263;90;0;1;5
"2915380";"10/1/2024 1:52:54 PM";2;22;2;284,7;449,5899;79;-30003000;"14.4°C ";263;90;0;1;5
"2915381";"10/1/2024 1:53:17 PM";2;3;2,06;407,3;658,6778;79;-30003000;"14.4°C ";358;50;10;1;5
"2915382";"10/1/2024 1:53:22 PM";-1;7;2,03;307,6;488,736;78;-30003000;"14.4°C ";358;50;10;1;5
"2915383";"10/1/2024 1:53:27 PM";2;18;2,06;437,4;709,6243;79;-30003000;"14.4°C ";358;50;10;1;4
"2915384";"10/1/2024 1:53:31 PM";2;22;2;291,7;460,3961;79;-30003000;"14.4°C ";358;50;10;1;5
"2915385";"10/1/2024 1:53:47 PM";2;3;2,03;334,5;534,0459;79;-30003000;"14.4°C ";358;80;10;1;5
"2915386";"10/1/2024 1:53:52 PM";-1;7;2,03;333,2;531,6701;79;-30003000;"14.4°C ";358;80;10;1;4
"2915387";"10/1/2024 1:53:56 PM";2;18;2,03;383,5;617,9206;79;-30003000;"14.4°C ";358;80;10;1;5
"2915388";"10/1/2024 1:54:01 PM";2;22;2;301,1;475,4994;79;-30003000;"14.4°C ";358;80;10;1;5
"2915389";"10/1/2024 1:54:20 PM";2;3;2,03;377,3;606,0043;79;-30003000;"14.5°C ";263;50;10;1;4
"2915390";"10/1/2024 1:54:24 PM";-1;7;2;291,1;460,2264;79;-30003000;"14.5°C ";263;50;10;1;5
"2915391";"10/1/2024 1:54:29 PM";2;18;2,06;413,4;669,0398;79;-30003000;"14.5°C ";263;50;10;1;5
"2915392";"10/1/2024 1:54:34 PM";2;22;2;258,7;405,2477;78;-30003000;"14.5°C ";263;50;10;1;4
"2915393";"10/1/2024 1:54:49 PM";2;3;2,03;303,6;483,1359;78;-30003000;"14.4°C ";263;80;10;1;5
"2915394";"10/1/2024 1:54:54 PM";-1;7;2,03;317,1;504,8575;78;-30003000;"14.4°C ";263;80;10;1;4
"2915395";"10/1/2024 1:54:58 PM";2;18;2,03;369,4;595,2969;79;-30003000;"14.4°C ";263;80;10;1;5
"2915396";"10/1/2024 1:55:03 PM";2;22;2;265;416,0832;79;-30003000;"14.4°C ";263;80;10;1;5
"2915397";"10/1/2024 1:55:25 PM";2;3;2,03;356,3;573,4163;79;-30003000;"14.4°C ";205;50;10;1;5
"2915398";"10/1/2024 1:55:30 PM";-1;7;2;273,3;432,2259;79;-30003000;"14.4°C ";205;50;10;1;5
"2915399";"10/1/2024 1:55:35 PM";2;18;2,06;406,1;658,3324;79;-30003000;"14.4°C ";205;50;10;1;4
"2915400";"10/1/2024 1:55:39 PM";2;22;1,97;232,1;362,2391;79;-30003000;"14.4°C ";205;50;10;1;5
"2915401";"10/1/2024 1:55:55 PM";2;3;2;285,4;452,5899;79;-30003000;"14.5°C ";205;80;10;1;4
"2915402";"10/1/2024 1:55:59 PM";-1;7;2,03;309,1;491,2815;78;-30003000;"14.5°C ";205;80;10;1;5
"2915403";"10/1/2024 1:56:04 PM";2;18;2,03;365,4;587,5254;79;-30003000;"14.5°C ";205;80;10;1;5
"2915404";"10/1/2024 1:56:09 PM";2;22;1,97;240,5;375,5751;79;-30003000;"14.5°C ";205;80;10;1;4
"2915405";"10/1/2024 1:56:28 PM";2;3;2,03;336,2;536,9308;79;-30003000;"14.4°C ";166;50;10;1;5
"2915406";"10/1/2024 1:56:33 PM";-1;7;2;261,2;410,4154;79;-30003000;"14.4°C ";166;50;10;1;4
"2915407";"10/1/2024 1:56:37 PM";2;18;2,03;389,7;627,4191;79;-30003000;"14.4°C ";166;50;10;1;5
"2915408";"10/1/2024 1:56:42 PM";2;22;1,97;204,7;316,4024;78;-30003000;"14.4°C ";166;50;10;1;5
"2915409";"10/1/2024 1:56:57 PM";2;3;2;250,8;393,7454;78;-30003000;"14.4°C ";166;80;10;1;5
"2915410";"10/1/2024 1:57:02 PM";-1;7;2;293,7;465,1477;79;-30003000;"14.4°C ";166;80;10;1;5
"2915411";"10/1/2024 1:57:07 PM";2;18;2,03;340,1;543,8885;79;-30003000;"14.4°C ";166;80;10;1;4
"2915412";"10/1/2024 1:57:11 PM";2;22;1,97;210,9;327,2321;79;-30003000;"14.4°C ";166;80;10;1;5
"2915413";"10/1/2024 1:57:32 PM";2;3;2,03;331,2;530,1428;79;-30003000;"14.4°C ";205;40;20;1;4
"2915414";"10/1/2024 1:57:36 PM";-1;7;2;251,1;394,9123;79;-30003000;"14.4°C ";205;40;20;1;5
"2915415";"10/1/2024 1:57:41 PM";2;18;2,03;358,4;576,2999;79;-30003000;"14.4°C ";205;40;20;1;5
"2915416";"10/1/2024 1:57:46 PM";2;22;1,97;213,3;331,3996;79;-30003000;"14.4°C ";205;40;20;1;4
"2915417";"10/1/2024 1:58:00 PM";2;3;2;255,8;402,2471;79;-30003000;"14.4°C ";205;70;20;1;5
"2915418";"10/1/2024 1:58:05 PM";-1;7;2;291,3;462,0931;79;-30003000;"14.4°C ";205;70;20;1;4
"2915419";"10/1/2024 1:58:09 PM";2;18;2,03;314,2;500,1059;78;-30003000;"14.4°C ";205;70;20;1;5
"2915420";"10/1/2024 1:58:14 PM";2;22;1,97;219,7;341,735;79;-30003000;"14.4°C ";205;70;20;1;5
"2915421";"10/1/2024 1:58:30 PM";2;3;2,03;301;477,8752;78;-30003000;"14.4°C ";166;40;20;1;5
"2915422";"10/1/2024 1:58:35 PM";-1;7;2;238,6;373,7414;78;-30003000;"14.4°C ";166;40;20;1;4
"2915423";"10/1/2024 1:58:39 PM";2;18;2,03;331,2;529,1246;79;-30003000;"14.4°C ";166;40;20;1;5
"2915424";"10/1/2024 1:58:44 PM";2;22;1,97;187,6;289,0812;78;-30003000;"14.4°C ";166;40;20;1;5
"2915425";"10/1/2024 1:58:59 PM";2;3;2;223,7;349,9033;78;-30003000;"14.5°C ";166;70;20;1;4
"2915426";"10/1/2024 1:59:03 PM";-1;7;2;285;452,0808;79;-30003000;"14.5°C ";166;70;20;1;5
"2915427";"10/1/2024 1:59:08 PM";2;18;2,03;291,7;463,6204;78;-30003000;"14.5°C ";166;70;20;1;5
"2915428";"10/1/2024 1:59:13 PM";2;22;1,97;198,7;308,386;79;-30003000;"14.5°C ";166;70;20;1;5
"2915429";"10/1/2024 1:59:30 PM";2;3;2;274,2;434,432;79;-30003000;"14.4°C ";137;40;20;1;5
"2915430";"10/1/2024 1:59:35 PM";-1;7;2;231,1;361,739;78;-30003000;"14.4°C ";137;40;20;1;4
"2915431";"10/1/2024 1:59:39 PM";2;18;2,03;315,3;504,3484;79;-30003000;"14.4°C ";137;40;20;1;5
"2915432";"10/1/2024 1:59:44 PM";2;22;1,939;168,7;259,306;79;-30003000;"14.4°C ";137;40;20;1;4
"2915433";"10/1/2024 1:59:58 PM";2;3;2;202,5;315,7298;78;-30003000;"14.4°C ";137;70;20;1;5
"2915434";"10/1/2024 2:00:03 PM";-1;7;2;284;450,7232;79;-30003000;"14.4°C ";137;70;20;1;4
"2915435";"10/1/2024 2:00:07 PM";2;18;2,03;284,6;453,2687;78;-30003000;"14.4°C ";137;70;20;1;5
"2915436";"10/1/2024 2:00:12 PM";2;22;1,97;179,6;277,4656;78;-30003000;"14.4°C ";137;70;20;1;5
"2915437";"10/1/2024 2:00:27 PM";2;3;2;260,4;412,5407;79;-30003000;"14.4°C ";115;40;20;1;5
"2915438";"10/1/2024 2:00:32 PM";-1;7;2;227,2;356,2379;78;-30003000;"14.4°C ";115;40;20;1;5
"2915439";"10/1/2024 2:00:37 PM";2;18;2,03;317;508,7606;79;-30003000;"14.4°C ";115;40;20;1;4
"2915440";"10/1/2024 2:00:41 PM";2;22;1,939;153,3;234,6024;79;-30003000;"14.4°C ";115;40;20;1;5
"2915441";"10/1/2024 2:00:56 PM";2;3;1,97;190,9;296,5593;79;-30003000;"14.4°C ";115;70;20;1;5
"2915442";"10/1/2024 2:01:01 PM";-1;7;2,03;284,9;452,4202;78;-30003000;"14.4°C ";115;70;20;1;4
"2915443";"10/1/2024 2:01:05 PM";2;18;2,03;289,3;461,7537;79;-30003000;"14.4°C ";115;70;20;1;5
"2915444";"10/1/2024 2:01:10 PM";2;22;1,939;163,3;251,7804;80;-30003000;"14.4°C ";115;70;20;1;5
"2915445";"10/1/2024 2:01:31 PM";2;3;2,03;293;468,372;79;-30003000;"14.4°C ";137;30;30;1;5
"2915446";"10/1/2024 2:01:36 PM";-1;7;2;218,1;341,4016;78;-30003000;"14.4°C ";137;30;30;1;4
"2915447";"10/1/2024 2:01:40 PM";2;18;2,03;323;520,3451;79;-30003000;"14.4°C ";137;30;30;1;5
"2915448";"10/1/2024 2:01:45 PM";2;22;1,97;168,6;259,9604;78;-30003000;"14.4°C ";137;30;30;1;4
"2915449";"10/1/2024 2:02:01 PM";2;3;2;230,3;362,9059;79;-30003000;"14.4°C ";137;60;30;1;5
"2915450";"10/1/2024 2:02:06 PM";-1;7;2,03;281,3;447,3292;78;-30003000;"14.4°C ";137;60;30;1;4
"2915451";"10/1/2024 2:02:10 PM";2;18;2,03;304,2;487,3784;79;-30003000;"14.4°C ";137;60;30;1;5
"2915452";"10/1/2024 2:02:15 PM";2;22;1,97;177,7;275,5024;79;-30003000;"14.4°C ";137;60;30;1;5
"2915453";"10/1/2024 2:02:31 PM";2;3;2,03;301,3;481,7783;79;-30003000;"14.5°C ";115;30;30;1;5
"2915454";"10/1/2024 2:02:36 PM";-1;7;2;222,5;349,2365;78;-30003000;"14.5°C ";115;30;30;1;4
"2915455";"10/1/2024 2:02:40 PM";2;18;2,03;337,8;543,3142;79;-30003000;"14.5°C ";115;30;30;1;5
"2915456";"10/1/2024 2:02:45 PM";2;22;1,939;158,2;243,1096;79;-30003000;"14.5°C ";115;30;30;1;4
"2915457";"10/1/2024 2:03:01 PM";2;3;2;207,6;323,2313;78;-30003000;"14.4°C ";115;60;30;1;4
"2915458";"10/1/2024 2:03:05 PM";-1;7;2,03;280,4;445,4625;78;-30003000;"14.4°C ";115;60;30;1;5
"2915459";"10/1/2024 2:03:10 PM";2;18;2,03;290,4;463,1113;79;-30003000;"14.4°C ";115;60;30;1;5
"2915460";"10/1/2024 2:03:15 PM";2;22;1,97;161,6;249,3264;78;-30003000;"14.4°C ";115;60;30;1;4
"2915461";"10/1/2024 2:03:30 PM";2;3;2,03;283,2;451,2323;78;-30003000;"14.5°C ";115;30;30;1;4
"2915462";"10/1/2024 2:03:34 PM";-1;7;2;218,4;342,2351;78;-30003000;"14.5°C ";115;30;30;1;5
"2915463";"10/1/2024 2:03:39 PM";2;18;2,03;319,9;514,646;79;-30003000;"14.5°C ";115;30;30;1;4
"2915464";"10/1/2024 2:03:44 PM";2;22;1,939;156,5;240,9828;79;-30003000;"14.5°C ";115;30;30;1;4
"2915465";"10/1/2024 2:03:58 PM";2;3;2;205,3;320,7308;78;-30003000;"14.5°C ";115;60;30;1;4
"2915466";"10/1/2024 2:04:02 PM";-1;7;2,03;286;455,3051;78;-30003000;"14.5°C ";115;60;30;1;5
"2915467";"10/1/2024 2:04:07 PM";2;18;2,03;291,4;466,675;79;-30003000;"14.5°C ";115;60;30;1;5
"2915468";"10/1/2024 2:04:12 PM";2;22;1,97;163,5;252,4348;78;-30003000;"14.5°C ";115;60;30;1;4
"2915469";"10/1/2024 2:04:26 PM";2;3;2,03;290,3;463,6204;79;-30003000;"14.5°C ";115;30;30;1;5
"2915470";"10/1/2024 2:04:31 PM";-1;7;2;222,1;348,7364;79;-30003000;"14.5°C ";115;30;30;1;5
"2915471";"10/1/2024 2:04:36 PM";2;18;2,03;331,1;534,8519;80;-30003000;"14.5°C ";115;30;30;1;4
"2915472";"10/1/2024 2:04:40 PM";2;22;1,97;160,1;247,036;78;-30003000;"14.5°C ";115;30;30;1;5
"2915473";"10/1/2024 2:04:55 PM";2;3;2;218,6;343,402;79;-30003000;"14.4°C ";115;60;30;1;4
"2915474";"10/1/2024 2:04:59 PM";-1;7;2,03;295;471,2569;79;-30003000;"14.4°C ";115;60;30;1;5
"2915475";"10/1/2024 2:05:04 PM";2;18;2,03;311;500,4453;79;-30003000;"14.4°C ";115;60;30;1;5
"2915476";"10/1/2024 2:05:09 PM";2;22;1,97;169,1;262,2508;79;-30003000;"14.4°C ";115;60;30;1;4
"2915477";"10/1/2024 2:05:59 PM";2;3;2,03;357,1;577,1634;80;-30003000;"14.5°C ";688;60;0;1;5
"2915478";"10/1/2024 2:06:04 PM";-1;7;2,03;274,5;436,129;78;-30003000;"14.5°C ";688;60;0;1;4
"2915479";"10/1/2024 2:06:08 PM";2;18;2,06;368,2;596,3331;79;-30003000;"14.5°C ";688;60;0;1;5
"2915480";"10/1/2024 2:06:13 PM";2;22;2;275,6;437,1472;79;-30003000;"14.5°C ";688;60;0;1;5
"2915481";"10/1/2024 2:06:28 PM";2;3;2,03;311,2;497,8998;79;-30003000;"14.5°C ";688;90;0;1;4
"2915482";"10/1/2024 2:06:33 PM";-1;7;2,03;301,5;480,7601;79;-30003000;"14.5°C ";688;90;0;1;4
"2915483";"10/1/2024 2:06:37 PM";2;18;2,03;322,9;517,7547;79;-30003000;"14.5°C ";688;90;0;1;5
"2915484";"10/1/2024 2:06:42 PM";2;22;2;294,1;467,6932;80;-30003000;"14.5°C ";688;90;0;1;4
"2915485";"10/1/2024 2:07:01 PM";2;3;2,03;330,4;529,6337;79;-30003000;"14.5°C ";544;60;0;1;5
"2915486";"10/1/2024 2:07:06 PM";-1;7;2;264,7;418,4802;79;-30003000;"14.5°C ";544;60;0;1;5
"2915487";"10/1/2024 2:07:11 PM";2;18;2,03;346,3;557,6483;79;-30003000;"14.5°C ";544;60;0;1;4
"2915488";"10/1/2024 2:07:15 PM";2;22;2;256,4;403,414;79;-30003000;"14.5°C ";544;60;0;1;5
"2915489";"10/1/2024 2:07:30 PM";2;3;2,03;282,8;450,0444;78;-30003000;"14.5°C ";544;90;0;1;4
"2915490";"10/1/2024 2:07:34 PM";-1;7;2,03;286,4;454,6263;78;-30003000;"14.5°C ";544;90;0;1;5
"2915491";"10/1/2024 2:07:39 PM";2;18;2,03;307,3;491,9603;79;-30003000;"14.5°C ";544;90;0;1;5
"2915492";"10/1/2024 2:07:44 PM";2;22;2;271,3;428,2523;79;-30003000;"14.5°C ";544;90;0;1;4
"2915493";"10/1/2024 2:08:06 PM";2;3;2,03;301,3;481,0995;79;-30003000;"14.5°C ";358;60;0;1;5
"2915494";"10/1/2024 2:08:11 PM";-1;7;2;248,3;390,4797;79;-30003000;"14.5°C ";358;60;0;1;4
"2915495";"10/1/2024 2:08:15 PM";2;18;2,03;331,1;531,7433;79;-30003000;"14.5°C ";358;60;0;1;5
"2915496";"10/1/2024 2:08:20 PM";2;22;2;227,2;355,4044;78;-30003000;"14.5°C ";358;60;0;1;5
"2915497";"10/1/2024 2:08:35 PM";2;3;2;256,5;406,0921;79;-30003000;"14.5°C ";358;90;0;1;5
"2915498";"10/1/2024 2:08:40 PM";-1;7;2;271,8;430,3592;79;-30003000;"14.5°C ";358;90;0;1;5
"2915499";"10/1/2024 2:08:45 PM";2;18;2,03;300,3;479,9116;79;-30003000;"14.5°C ";358;90;0;1;4
"2915500";"10/1/2024 2:08:49 PM";2;22;2;241,8;379,7426;79;-30003000;"14.5°C ";358;90;0;1;5
"2915501";"10/1/2024 2:09:08 PM";2;3;2,03;285,4;454,1172;78;-30003000;"14.5°C ";263;60;0;1;5
"2915502";"10/1/2024 2:09:13 PM";-1;7;2;238;374,0748;79;-30003000;"14.5°C ";263;60;0;1;5
"2915503";"10/1/2024 2:09:18 PM";2;18;2,03;325,7;522,2448;79;-30003000;"14.5°C ";263;60;0;1;4
"2915504";"10/1/2024 2:09:22 PM";2;22;1,97;206,5;321,2309;79;-30003000;"14.5°C ";263;60;0;1;5
"2915505";"10/1/2024 2:09:38 PM";2;3;2;232,8;365,2397;78;-30003000;"14.5°C ";263;90;0;1;4
"2915506";"10/1/2024 2:09:42 PM";-1;7;2;262,9;414,9165;79;-30003000;"14.5°C ";263;90;0;1;5
"2915507";"10/1/2024 2:09:47 PM";2;18;2,03;288,6;459,887;78;-30003000;"14.5°C ";263;90;0;1;5
"2915508";"10/1/2024 2:09:52 PM";2;22;1,97;219,4;342,5685;79;-30003000;"14.5°C ";263;90;0;1;4
"2915509";"10/1/2024 2:10:15 PM";2;3;2,03;294,2;470,069;79;-30003000;"14.5°C ";358;50;10;1;4
"2915510";"10/1/2024 2:10:19 PM";-1;7;2;235,4;370,9075;79;-30003000;"14.5°C ";358;50;10;1;5
"2915511";"10/1/2024 2:10:24 PM";2;18;2,03;318,4;510,6273;79;-30003000;"14.5°C ";358;50;10;1;5
"2915512";"10/1/2024 2:10:29 PM";2;22;1,97;223,3;350,07;80;-30003000;"14.5°C ";358;50;10;1;4
"2915513";"10/1/2024 2:10:46 PM";2;3;2;250,7;396,0798;79;-30003000;"14.5°C ";358;80;10;1;5
"2915514";"10/1/2024 2:10:51 PM";-1;7;2;268,1;424,9288;79;-30003000;"14.5°C ";358;80;10;1;5
"2915515";"10/1/2024 2:10:56 PM";2;18;2,03;289,3;461,2446;79;-30003000;"14.5°C ";358;80;10;1;4
"2915516";"10/1/2024 2:11:00 PM";2;22;2;240,8;378,2423;79;-30003000;"14.5°C ";358;80;10;1;5
"2915517";"10/1/2024 2:11:19 PM";2;3;2,03;285,5;454,1172;78;-30003000;"14.5°C ";263;50;10;1;5
"2915518";"10/1/2024 2:11:24 PM";-1;7;2;234,2;367,5735;78;-30003000;"14.5°C ";263;50;10;1;5
"2915519";"10/1/2024 2:11:29 PM";2;18;2,03;316,1;506,8939;79;-30003000;"14.5°C ";263;50;10;1;4
"2915520";"10/1/2024 2:11:33 PM";2;22;1,97;207,4;322,8979;79;-30003000;"14.5°C ";263;50;10;1;5
"2915521";"10/1/2024 2:11:49 PM";2;3;2;242,6;382,9099;79;-30003000;"14.5°C ";263;80;10;1;4
"2915522";"10/1/2024 2:11:53 PM";-1;7;2;270,1;428,3228;79;-30003000;"14.5°C ";263;80;10;1;5
"2915523";"10/1/2024 2:11:58 PM";2;18;2,03;300,3;481,0995;79;-30003000;"14.5°C ";263;80;10;1;5
"2915524";"10/1/2024 2:12:03 PM";2;22;2;228,1;357,7382;78;-30003000;"14.5°C ";263;80;10;1;4
"2915525";"10/1/2024 2:12:20 PM";2;3;2,03;301,3;481,948;79;-30003000;"14.5°C ";205;50;10;1;5
"2915526";"10/1/2024 2:12:25 PM";-1;7;2;244,1;385,4104;79;-30003000;"14.5°C ";205;50;10;1;5
"2915527";"10/1/2024 2:12:30 PM";2;18;2,03;349,4;565,0744;80;-30003000;"14.5°C ";205;50;10;1;4
"2915528";"10/1/2024 2:12:34 PM";2;22;1,97;208,1;325,3984;79;-30003000;"14.5°C ";205;50;10;1;5
"2915529";"10/1/2024 2:12:50 PM";2;3;2;256,4;405,0739;79;-30003000;"14.5°C ";205;80;10;1;5
"2915530";"10/1/2024 2:12:55 PM";-1;7;2,03;292,7;466,8447;79;-30003000;"14.5°C ";205;80;10;1;4
"2915531";"10/1/2024 2:12:59 PM";2;18;2,03;332,3;534,2156;79;-30003000;"14.5°C ";205;80;10;1;5
"2915532";"10/1/2024 2:13:04 PM";2;22;2;230,7;361,9057;78;-30003000;"14.5°C ";205;80;10;1;5
"2915533";"10/1/2024 2:13:21 PM";2;3;2,03;318;508,0818;79;-30003000;"14.5°C ";166;50;10;1;4
"2915534";"10/1/2024 2:13:25 PM";-1;7;2;256,8;405,2436;79;-30003000;"14.5°C ";166;50;10;1;5
"2915535";"10/1/2024 2:13:30 PM";2;18;2,03;372,7;602,2049;80;-30003000;"14.5°C ";166;50;10;1;5
"2915536";"10/1/2024 2:13:35 PM";2;22;1,97;201,6;313,6212;79;-30003000;"14.5°C ";166;50;10;1;4
"2915537";"10/1/2024 2:13:50 PM";2;3;2;248,9;391,5783;79;-30003000;"14.5°C ";166;80;10;1;5
"2915538";"10/1/2024 2:13:55 PM";-1;7;2,03;297,7;474,3115;78;-30003000;"14.5°C ";166;80;10;1;4
